Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053842	PA14_01480	WP_003110658.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888866	PLES_01221	WP_003117208.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053843	PA14_01490	WP_003110659.1	putative hemolysin	59275	Pseudomonas aeruginosa LESB58	218888867	PLES_01231	WP_003101225.1	putative hemolysin				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053844	PA14_01500	WP_003083769.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888868	PLES_01241	WP_012613448.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053845	PA14_01510	WP_003083773.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888869	PLES_01251	WP_003083773.1	putative plasmid stabilisation system protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053846	PA14_01520	WP_003137009.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888870	PLES_01261	WP_003083775.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053847	PA14_01540	WP_003137011.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888871	PLES_01271	WP_003101226.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053848	PA14_01550	WP_003137013.1	putative lipoprotein	59275	Pseudomonas aeruginosa LESB58	218888872	PLES_01281	WP_003101228.1	putative lipoprotein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053849	PA14_01560	WP_003101229.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888873	PLES_01291	WP_003101229.1	putative alkylphosphonate uptake protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053850	PA14_01580	WP_003137015.1	gamma-aminobutyrate permease	59275	Pseudomonas aeruginosa LESB58	218888874	PLES_01301	WP_003083784.1	gamma-aminobutyrate permease				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053851	PA14_01600	WP_003101230.1	putative aldehyde dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218888875	PLES_01311	WP_003101230.1	putative aldehyde dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053852	PA14_01610	WP_003083790.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888876	PLES_01321	WP_003083790.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053853	PA14_01620	WP_003101231.1	beta alanine--pyruvate transaminase	59275	Pseudomonas aeruginosa LESB58	218888877	PLES_01331	WP_003083801.1	beta alanine--pyruvate transaminase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053854	PA14_01640	WP_003083805.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888878	PLES_01341	WP_003083805.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053855	PA14_01660	WP_003083808.1	guanine deaminase	59275	Pseudomonas aeruginosa LESB58	218888879	PLES_01351	WP_024082390.1	guanine deaminase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053856	PA14_01670	WP_003137020.1	putative ATP-binding component of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218888881	PLES_01371	WP_012613450.1	putative ATP-binding component of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053857	PA14_01680	WP_003107144.1	putative permease of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218888882	PLES_01381	WP_003107144.1	putative permease of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053858	PA14_01690	WP_011666530.1	putative permease of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218888883	PLES_01391	WP_012613451.1	putative permease of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053859	PA14_01710	WP_003083828.1	alkyl hydroperoxide reductase subunit C	59275	Pseudomonas aeruginosa LESB58	218888884	PLES_01401	WP_003083828.1	alkyl hydroperoxide reductase subunit C				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053860	PA14_01720	WP_003137023.1	alkyl hydroperoxide reductase subunit F	59275	Pseudomonas aeruginosa LESB58	218888885	PLES_01411	WP_003083830.1	alkyl hydroperoxide reductase subunit F				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053861	PA14_01730	WP_009877352.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888886	PLES_01421	WP_003112634.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053862	PA14_01750	WP_003137026.1	hydroxydechloroatrazine ethylaminohydrolase	59275	Pseudomonas aeruginosa LESB58	218888887	PLES_01431	WP_004352010.1	hydroxydechloroatrazine ethylaminohydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053863	PA14_01760	WP_003137027.1	nonspecific ribonucleoside hydrolase	59275	Pseudomonas aeruginosa LESB58	218888888	PLES_01441	WP_003106723.1	nonspecific ribonucleoside hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053865	PA14_01780	WP_031627647.1	putative nucleoside 2-deoxyribosyltransferase	59275	Pseudomonas aeruginosa LESB58	218888889	PLES_01451	WP_031633786.1	putative nucleoside 2-deoxyribosyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053866	PA14_01790	WP_003137030.1	putative nucleoside 2-deoxyribosyltransferase	59275	Pseudomonas aeruginosa LESB58	218888890	PLES_01461	WP_003106720.1	putative nucleoside 2-deoxyribosyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053867	PA14_01800	WP_003137032.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888891	PLES_01471	WP_003118576.1	putative basic membrane protein (bmp)				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053868	PA14_01810	WP_003106716.1	putative oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218888892	PLES_01481	WP_003112640.1	putative oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053869	PA14_01830	WP_003083850.1	adenosine deaminase	59275	Pseudomonas aeruginosa LESB58	218888893	PLES_01491	WP_003112641.1	adenosine deaminase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053870	PA14_01840	WP_003083852.1	RNA polymerase ECF-subfamily sigma-70 factor	59275	Pseudomonas aeruginosa LESB58	218888894	PLES_01501	WP_003117213.1	putative sigma-70 factor, ECF subfamily				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053871	PA14_01860	WP_031632873.1	putative transmembrane sensor	59275	Pseudomonas aeruginosa LESB58	218888895	PLES_01511	WP_031628457.1	putative transmembrane sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053872	PA14_01870	WP_003137036.1	putative TonB-dependent receptor	59275	Pseudomonas aeruginosa LESB58	218888896	PLES_01521	WP_012613452.1	putative TonB-dependent receptor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053873	PA14_01890	WP_016254344.1	transcriptional regulator PcaQ	59275	Pseudomonas aeruginosa LESB58	218888897	PLES_01531	WP_003102186.1	transcriptional regulator PcaQ				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053874	PA14_01900	WP_003102187.1	protocatechuate 3,4-dioxygenase, beta subunit	59275	Pseudomonas aeruginosa LESB58	218888898	PLES_01541	WP_012613453.1	protocatechuate 3,4-dioxygenase, beta subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053875	PA14_01910	WP_003137038.1	protocatechuate 3,4-dioxygenase, alpha subunit	59275	Pseudomonas aeruginosa LESB58	218888899	PLES_01551	WP_003102189.1	protocatechuate 3,4-dioxygenase, alpha subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053876	PA14_01930	WP_003137039.1	transcriptional regulator PcaR	59275	Pseudomonas aeruginosa LESB58	218888900	PLES_01561	WP_003083866.1	transcriptional regulator PcaR				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053877	PA14_01940	WP_003111470.1	putative RND efflux membrane fusion protein precursor	59275	Pseudomonas aeruginosa LESB58	218888901	PLES_01571	WP_003112646.1	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053878	PA14_01960	WP_003083872.1	putative RND efflux membrane fusion protein precursor	59275	Pseudomonas aeruginosa LESB58	218888902	PLES_01581	WP_003161029.1	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053879	PA14_01970	WP_003137043.1	putative RND efflux transporter	59275	Pseudomonas aeruginosa LESB58	218888903	PLES_01591	WP_003102199.1	putative Resistance-Nodulation-Cell Division (RND) efflux transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053880	PA14_01980	WP_003083876.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888904	PLES_01601	WP_003121631.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053881	PA14_01990	WP_003083879.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888905	PLES_01611	WP_003083879.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053882	PA14_02010	WP_003137044.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888906	PLES_01621	WP_003118586.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053883	PA14_02020	WP_003112121.1	putative outer membrane porin	59275	Pseudomonas aeruginosa LESB58	218888907	PLES_01631	WP_003102204.1	histidine porin OpdC				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053884	PA14_02030	WP_003147081.1	AraC family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888908	PLES_01641	WP_003147081.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053885	PA14_02050	WP_003137047.1	putative gamma-glutamyltranspeptidase	59275	Pseudomonas aeruginosa LESB58	218888909	PLES_01651	WP_003102206.1	putative gamma-glutamyltranspeptidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053886	PA14_02060	WP_003102209.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888910	PLES_01661	WP_012613454.1	putative outer membrane protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053887	PA14_02070	WP_003083900.1	putative transporter	59275	Pseudomonas aeruginosa LESB58	218888911	PLES_01671	WP_003162957.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053888	PA14_02090	WP_003137048.1	TetR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888912	PLES_01681	WP_003083903.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053889	PA14_02100	WP_003137049.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888913	PLES_01691	WP_012613455.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053890	PA14_02110	WP_003083910.1	GGDEF domain-containing protein	59275	Pseudomonas aeruginosa LESB58	218888914	PLES_01701	WP_003083910.1	putative GGDEF domain				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053891	PA14_02130	WP_003083913.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888915	PLES_01711	WP_003102215.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053892	PA14_02140	WP_003083916.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888916	PLES_01721	WP_003083916.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053893	PA14_02150	WP_031627993.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888917	PLES_01731	WP_031630506.1	putative serine phosphatase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053894	PA14_02180	WP_003137050.1	chemotaxis-specific methylesterase	59275	Pseudomonas aeruginosa LESB58	218888918	PLES_01741	WP_003083922.1	chemotaxis-specific methylesterase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053895	PA14_02190	WP_003137051.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888919	PLES_01751	WP_003102220.1	putative chemotaxis protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053896	PA14_02200	WP_003083930.1	putative chemotaxis protein methyltransferase	59275	Pseudomonas aeruginosa LESB58	218888920	PLES_01761	WP_003102222.1	putative chemotaxis protein methyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053897	PA14_02220	WP_003137052.1	putative chemotaxis transducer	59275	Pseudomonas aeruginosa LESB58	218888921	PLES_01771	WP_003112650.1	aerotaxis transducer Aer2				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053898	PA14_02230	WP_003083938.1	putative purine-binding chemotaxis protein	59275	Pseudomonas aeruginosa LESB58	218888922	PLES_01781	WP_003083938.1	putative purine-binding chemotaxis protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053899	PA14_02250	WP_003137053.1	putative two-component sensor	59275	Pseudomonas aeruginosa LESB58	218888923	PLES_01791	WP_012613457.1	putative two-component sensor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053900	PA14_02260	WP_003083943.1	putative two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218888924	PLES_01801	WP_003083943.1	putative two-component response regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053901	PA14_02270	WP_003137055.1	putative chemotaxis transducer	59275	Pseudomonas aeruginosa LESB58	218888925	PLES_01811	WP_003106690.1	putative chemotaxis transducer				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053902	PA14_02290	WP_003137057.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888926	PLES_01821	WP_003083951.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053903	PA14_02300	WP_031627652.1	3-ketoacyl-(acyl-carrier-protein) reductase	59275	Pseudomonas aeruginosa LESB58	218888927	PLES_01831	WP_009875677.1	3-ketoacyl-(acyl-carrier-protein) reductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053904	PA14_02310	WP_003137060.1	arylsulfatase	59275	Pseudomonas aeruginosa LESB58	218888928	PLES_01841	WP_003118592.1	arylsulfatase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053905	PA14_02330	WP_003137062.1	ABC transporter ATP-binding protein	59275	Pseudomonas aeruginosa LESB58	218888929	PLES_01851	WP_003106693.1	putative ATP-binding component of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053906	PA14_02340	WP_031632870.1	putative permease of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218888930	PLES_01861	WP_031627990.1	putative permease of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053907	PA14_02360	WP_003112655.1	putative binding protein component of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218888931	PLES_01871	WP_003112655.1	putative binding protein component of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053908	PA14_02370	WP_003137064.1	putative porin	59275	Pseudomonas aeruginosa LESB58	218888934	PLES_01901	WP_012613458.1	putative porin				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053909	PA14_02380	WP_003137066.1	putative acid phosphatase	59275	Pseudomonas aeruginosa LESB58	218888935	PLES_01911	WP_003083962.1	putative acid phosphatase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053910	PA14_02390	WP_003137069.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888936	PLES_01921	WP_003083964.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053911	PA14_02410	WP_003083968.1	putative TonB-dependent receptor	59275	Pseudomonas aeruginosa LESB58	218888937	PLES_01931	WP_012613459.1	putative TonB-dependent receptor				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053912	PA14_02420	WP_003110976.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888938	PLES_01941	WP_003112660.1	putative alkylsulfatase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116054406	PA14_02435	WP_003137071.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888939	PLES_01951	WP_003112661.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053913	PA14_02450	WP_003083972.1	putative NAD(P) transhydrogenase, subunit alpha part 1	59275	Pseudomonas aeruginosa LESB58	218888940	PLES_01961	WP_003083972.1	putative NAD(P) transhydrogenase, subunit alpha part 1				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053915	PA14_02470	WP_003083975.1	pyridine nucleotide transhydrogenase, beta subunit	59275	Pseudomonas aeruginosa LESB58	218888941	PLES_01971	WP_012613460.1	pyridine nucleotide transhydrogenase, beta subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053916	PA14_02490	WP_003117234.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888942	PLES_01981	WP_012613461.1	putative TonB protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053917	PA14_02500	WP_003083979.1	transport protein ExbB	59275	Pseudomonas aeruginosa LESB58	218888943	PLES_01991	WP_003083979.1	transport protein ExbB				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053918	PA14_02510	WP_003106175.1	transport protein ExbD	59275	Pseudomonas aeruginosa LESB58	218888944	PLES_02001	WP_003106175.1	transport protein ExbD				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053919	PA14_02520	WP_003111981.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888945	PLES_02011	WP_003118603.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053920	PA14_02530	WP_003106176.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888946	PLES_02021	WP_003106176.1	putative esterase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053921	PA14_02550	WP_003083990.1	malonate decarboxylase alpha subunit	59275	Pseudomonas aeruginosa LESB58	218888947	PLES_02031	WP_012613462.1	malonate decarboxylase alpha subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053922	PA14_02560	WP_003137092.1	triphosphoribosyl-dephospho-CoA synthase	59275	Pseudomonas aeruginosa LESB58	218888948	PLES_02041	WP_012613463.1	triphosphoribosyl-dephospho-CoA synthase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053923	PA14_02570	WP_003084001.1	malonate decarboxylase subunit delta	59275	Pseudomonas aeruginosa LESB58	218888949	PLES_02051	WP_012613464.1	malonate decarboxylase subunit delta				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053924	PA14_02580	WP_003084003.1	malonate decarboxylase subunit beta	59275	Pseudomonas aeruginosa LESB58	218888950	PLES_02061	WP_012613465.1	malonate decarboxylase subunit beta				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053925	PA14_02590	WP_003137094.1	malonate decarboxylase gamma subunit	59275	Pseudomonas aeruginosa LESB58	218888951	PLES_02071	WP_003112668.1	malonate decarboxylase gamma subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053926	PA14_02610	WP_031632868.1	phosphoribosyl-dephospho-CoA transferase	59275	Pseudomonas aeruginosa LESB58	218888952	PLES_02081	WP_031628460.1	phosphoribosyl-dephospho-CoA transferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053927	PA14_02620	WP_003137098.1	putative epsilon subunit of malonate decarboxylase	59275	Pseudomonas aeruginosa LESB58	218888953	PLES_02091	WP_003112670.1	putative acyl transferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053928	PA14_02630	WP_003110240.1	putative malonate carrier protein	59275	Pseudomonas aeruginosa LESB58	218888954	PLES_02101	WP_003084010.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053929	PA14_02640	WP_003084016.1	putative malonate transporter, MadM subunit	59275	Pseudomonas aeruginosa LESB58	218888955	PLES_02111	WP_003084016.1	putative transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053930	PA14_02650	WP_003084019.1	putative malonate utilization transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888956	PLES_02121	WP_003084019.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053931	PA14_02660	WP_003084035.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888958	PLES_02141	WP_012613466.1	putative transcriptional regulator				
