Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57945	Pseudomonas aeruginosa PAO1	15595330	PA0132	NP_248822.1	beta alanine--pyruvate transaminase	59275	Pseudomonas aeruginosa LESB58	218888877	PLES_01331	WP_003083801.1	beta alanine--pyruvate transaminase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595331	PA0133	NP_248823.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888878	PLES_01341	WP_003083805.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595332	PA0134	NP_248824.1	guanine deaminase	59275	Pseudomonas aeruginosa LESB58	218888879	PLES_01351	WP_024082390.1	guanine deaminase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595333	PA0135	NP_248825.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888880	PLES_01361	WP_003119519.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595334	PA0136	NP_248826.1	ATP-binding component of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218888881	PLES_01371	WP_012613450.1	putative ATP-binding component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595335	PA0137	NP_248827.1	ABC transporter permease	59275	Pseudomonas aeruginosa LESB58	218888882	PLES_01381	WP_003107144.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595336	PA0138	NP_248828.1	ABC transporter permease	59275	Pseudomonas aeruginosa LESB58	218888883	PLES_01391	WP_012613451.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595337	PA0139	NP_248829.1	alkyl hydroperoxide reductase subunit C	59275	Pseudomonas aeruginosa LESB58	218888884	PLES_01401	WP_003083828.1	alkyl hydroperoxide reductase subunit C				
rbb	57945	Pseudomonas aeruginosa PAO1	15595338	PA0140	NP_248830.1	alkyl hydroperoxide reductase subunit F	59275	Pseudomonas aeruginosa LESB58	218888885	PLES_01411	WP_003083830.1	alkyl hydroperoxide reductase subunit F				
rbb	57945	Pseudomonas aeruginosa PAO1	15595339	PA0141	NP_248831.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888886	PLES_01421	WP_003112634.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595340	PA0142	NP_248832.1	hydroxydechloroatrazine ethylaminohydrolase	59275	Pseudomonas aeruginosa LESB58	218888887	PLES_01431	WP_004352010.1	hydroxydechloroatrazine ethylaminohydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	119167454	PA0143	NP_248833.2	nonspecific ribonucleoside hydrolase	59275	Pseudomonas aeruginosa LESB58	218888888	PLES_01441	WP_003106723.1	nonspecific ribonucleoside hydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595342	PA0144	NP_248834.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888889	PLES_01451	WP_031633786.1	putative nucleoside 2-deoxyribosyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595343	PA0145	NP_248835.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888890	PLES_01461	WP_003106720.1	putative nucleoside 2-deoxyribosyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595344	PA0146	NP_248836.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888891	PLES_01471	WP_003118576.1	putative basic membrane protein (bmp)				
rbb	57945	Pseudomonas aeruginosa PAO1	15595345	PA0147	NP_248837.1	oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218888892	PLES_01481	WP_003112640.1	putative oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595346	PA0148	NP_248838.1	adenosine deaminase	59275	Pseudomonas aeruginosa LESB58	218888893	PLES_01491	WP_003112641.1	adenosine deaminase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595347	PA0149	NP_248839.1	sigma-70 factor, ECF subfamily	59275	Pseudomonas aeruginosa LESB58	218888894	PLES_01501	WP_003117213.1	putative sigma-70 factor, ECF subfamily				
rbb	57945	Pseudomonas aeruginosa PAO1	15595348	PA0150	NP_248840.1	transmembrane sensor	59275	Pseudomonas aeruginosa LESB58	218888895	PLES_01511	WP_031628457.1	putative transmembrane sensor				
rbb	57945	Pseudomonas aeruginosa PAO1	15595349	PA0151	NP_248841.1	TonB-dependent receptor	59275	Pseudomonas aeruginosa LESB58	218888896	PLES_01521	WP_012613452.1	putative TonB-dependent receptor				
rbb	57945	Pseudomonas aeruginosa PAO1	15595350	PA0152	NP_248842.1	transcriptional regulator PcaQ	59275	Pseudomonas aeruginosa LESB58	218888897	PLES_01531	WP_003102186.1	transcriptional regulator PcaQ				
rbb	57945	Pseudomonas aeruginosa PAO1	15595351	PA0153	NP_248843.1	protocatechuate 3,4-dioxygenase subunit beta	59275	Pseudomonas aeruginosa LESB58	218888898	PLES_01541	WP_012613453.1	protocatechuate 3,4-dioxygenase, beta subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15595352	PA0154	NP_248844.1	protocatechuate 3,4-dioxygenase, subunit alpha	59275	Pseudomonas aeruginosa LESB58	218888899	PLES_01551	WP_003102189.1	protocatechuate 3,4-dioxygenase, alpha subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15595353	PA0155	NP_248845.1	transcriptional regulator PcaR	59275	Pseudomonas aeruginosa LESB58	218888900	PLES_01561	WP_003083866.1	transcriptional regulator PcaR				
rbb	57945	Pseudomonas aeruginosa PAO1	15595354	PA0156	NP_248846.1	Resistance-Nodulation-cell Division (RND) efflux membrane fusion protein precursor	59275	Pseudomonas aeruginosa LESB58	218888901	PLES_01571	WP_003112646.1	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15595355	PA0157	NP_248847.1	Resistance-Nodulation-cell Division (RND) efflux membrane fusion protein precursor	59275	Pseudomonas aeruginosa LESB58	218888902	PLES_01581	WP_003161029.1	putative Resistance-Nodulation-Cell Division (RND) efflux membrane fusion protein precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15595356	PA0158	NP_248848.1	Resistance-Nodulation-cell Division (RND) efflux transporter	59275	Pseudomonas aeruginosa LESB58	218888903	PLES_01591	WP_003102199.1	putative Resistance-Nodulation-Cell Division (RND) efflux transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595357	PA0159	NP_248849.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888904	PLES_01601	WP_003121631.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595358	PA0160	NP_248850.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888905	PLES_01611	WP_003083879.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595359	PA0161	NP_248851.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888906	PLES_01621	WP_003118586.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595360	PA0162	NP_248852.1	histidine porin OpdC	59275	Pseudomonas aeruginosa LESB58	218888907	PLES_01631	WP_003102204.1	histidine porin OpdC				
rbb	57945	Pseudomonas aeruginosa PAO1	15595361	PA0163	NP_248853.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888908	PLES_01641	WP_003147081.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595362	PA0164	NP_248854.1	gamma-glutamyltranspeptidase	59275	Pseudomonas aeruginosa LESB58	218888909	PLES_01651	WP_003102206.1	putative gamma-glutamyltranspeptidase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595363	PA0165	NP_248855.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888910	PLES_01661	WP_012613454.1	putative outer membrane protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595364	PA0166	NP_248856.1	transporter	59275	Pseudomonas aeruginosa LESB58	218888911	PLES_01671	WP_003162957.1	putative transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595365	PA0167	NP_248857.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888912	PLES_01681	WP_003083903.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595366	PA0168	NP_248858.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888913	PLES_01691	WP_012613455.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595367	PA0169	NP_248859.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888914	PLES_01701	WP_003083910.1	putative GGDEF domain				
rbb	57945	Pseudomonas aeruginosa PAO1	15595368	PA0170	NP_248860.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888915	PLES_01711	WP_003102215.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595369	PA0171	NP_248861.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888916	PLES_01721	WP_003083916.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595370	PA0172	NP_248862.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888917	PLES_01731	WP_031630506.1	putative serine phosphatase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595371	PA0173	NP_248863.1	chemotaxis-specific methylesterase	59275	Pseudomonas aeruginosa LESB58	218888918	PLES_01741	WP_003083922.1	chemotaxis-specific methylesterase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595372	PA0174	NP_248864.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888919	PLES_01751	WP_003102220.1	putative chemotaxis protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595373	PA0175	NP_248865.1	chemotaxis protein methyltransferase	59275	Pseudomonas aeruginosa LESB58	218888920	PLES_01761	WP_003102222.1	putative chemotaxis protein methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595374	PA0176	NP_248866.1	aerotaxis transducer Aer2	59275	Pseudomonas aeruginosa LESB58	218888921	PLES_01771	WP_003112650.1	aerotaxis transducer Aer2				
rbb	57945	Pseudomonas aeruginosa PAO1	15595375	PA0177	NP_248867.1	purine-binding chemotaxis protein	59275	Pseudomonas aeruginosa LESB58	218888922	PLES_01781	WP_003083938.1	putative purine-binding chemotaxis protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595376	PA0178	NP_248868.1	two-component sensor	59275	Pseudomonas aeruginosa LESB58	218888923	PLES_01791	WP_012613457.1	putative two-component sensor				
rbb	57945	Pseudomonas aeruginosa PAO1	15595377	PA0179	NP_248869.1	two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218888924	PLES_01801	WP_003083943.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595378	PA0180	NP_248870.1	chemotactic transducer for trichloroethylene [positive chemotaxis], CttP	59275	Pseudomonas aeruginosa LESB58	218888925	PLES_01811	WP_003106690.1	putative chemotaxis transducer				
rbb	57945	Pseudomonas aeruginosa PAO1	15595379	PA0181	NP_248871.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888926	PLES_01821	WP_003083951.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595380	PA0182	NP_248872.1	3-ketoacyl-(acyl-carrier-protein) reductase	59275	Pseudomonas aeruginosa LESB58	218888927	PLES_01831	WP_009875677.1	3-ketoacyl-(acyl-carrier-protein) reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595381	PA0183	NP_248873.1	arylsulfatase	59275	Pseudomonas aeruginosa LESB58	218888928	PLES_01841	WP_003118592.1	arylsulfatase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595382	PA0184	NP_248874.1	ATP-binding component of ABC transporter	59275	Pseudomonas aeruginosa LESB58	218888929	PLES_01851	WP_003106693.1	putative ATP-binding component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595383	PA0185	NP_248875.1	ABC transporter permease	59275	Pseudomonas aeruginosa LESB58	218888930	PLES_01861	WP_031627990.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595384	PA0186	NP_248876.1	ABC transporter	59275	Pseudomonas aeruginosa LESB58	218888931	PLES_01871	WP_003112655.1	putative binding protein component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595385	PA0187	NP_248877.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888932	PLES_01881	WP_003112656.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595386	PA0188	NP_248878.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888933	PLES_01891	WP_003107192.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595387	PA0189	NP_248879.1	porin	59275	Pseudomonas aeruginosa LESB58	218888934	PLES_01901	WP_012613458.1	putative porin				
rbb	57945	Pseudomonas aeruginosa PAO1	15595388	PA0190	NP_248880.1	acid phosphatase	59275	Pseudomonas aeruginosa LESB58	218888935	PLES_01911	WP_003083962.1	putative acid phosphatase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595389	PA0191	NP_248881.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888936	PLES_01921	WP_003083964.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595390	PA0192	NP_248882.1	TonB-dependent receptor	59275	Pseudomonas aeruginosa LESB58	218888937	PLES_01931	WP_012613459.1	putative TonB-dependent receptor				
rbb	57945	Pseudomonas aeruginosa PAO1	15595391	PA0193	NP_248883.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888938	PLES_01941	WP_003112660.1	putative alkylsulfatase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595392	PA0194	NP_248884.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888939	PLES_01951	WP_003112661.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600764	PA0195	NP_248885.1	NAD(P) transhydrogenase, subunit alpha part 1	59275	Pseudomonas aeruginosa LESB58	218888940	PLES_01961	WP_003083972.1	putative NAD(P) transhydrogenase, subunit alpha part 1				
rbb	57945	Pseudomonas aeruginosa PAO1	15595393	PA0196	NP_248887.1	pyridine nucleotide transhydrogenase subunit beta	59275	Pseudomonas aeruginosa LESB58	218888941	PLES_01971	WP_012613460.1	pyridine nucleotide transhydrogenase, beta subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15595394	PA0197	NP_248888.1	TonB2	59275	Pseudomonas aeruginosa LESB58	218888942	PLES_01981	WP_012613461.1	putative TonB protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595395	PA0198	NP_248889.1	transporter ExbB	59275	Pseudomonas aeruginosa LESB58	218888943	PLES_01991	WP_003083979.1	transport protein ExbB				
rbb	57945	Pseudomonas aeruginosa PAO1	15595396	PA0199	NP_248890.1	transporter ExbD	59275	Pseudomonas aeruginosa LESB58	218888944	PLES_02001	WP_003106175.1	transport protein ExbD				
rbb	57945	Pseudomonas aeruginosa PAO1	15595397	PA0200	NP_248891.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888945	PLES_02011	WP_003118603.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595398	PA0201	NP_248892.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888946	PLES_02021	WP_003106176.1	putative esterase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595405	PA0208	NP_248899.1	malonate decarboxylase subunit alpha	59275	Pseudomonas aeruginosa LESB58	218888947	PLES_02031	WP_012613462.1	malonate decarboxylase alpha subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15595406	PA0209	NP_248900.1	triphosphoribosyl-dephospho-CoA synthase	59275	Pseudomonas aeruginosa LESB58	218888948	PLES_02041	WP_012613463.1	triphosphoribosyl-dephospho-CoA synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595407	PA0210	NP_248901.1	malonate decarboxylase subunit delta	59275	Pseudomonas aeruginosa LESB58	218888949	PLES_02051	WP_012613464.1	malonate decarboxylase subunit delta				
rbb	57945	Pseudomonas aeruginosa PAO1	15595408	PA0211	NP_248902.1	malonate decarboxylase subunit beta	59275	Pseudomonas aeruginosa LESB58	218888950	PLES_02061	WP_012613465.1	malonate decarboxylase subunit beta				
rbb	57945	Pseudomonas aeruginosa PAO1	15595409	PA0212	NP_248903.1	malonate decarboxylase subunit gamma	59275	Pseudomonas aeruginosa LESB58	218888951	PLES_02071	WP_003112668.1	malonate decarboxylase gamma subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15595410	PA0213	NP_248904.1	phosphoribosyl-dephospho-CoA transferase	59275	Pseudomonas aeruginosa LESB58	218888952	PLES_02081	WP_031628460.1	phosphoribosyl-dephospho-CoA transferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595411	PA0214	NP_248905.1	acyl transferase	59275	Pseudomonas aeruginosa LESB58	218888953	PLES_02091	WP_003112670.1	putative acyl transferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595412	PA0215	NP_248906.1	malonate transporter MadL	59275	Pseudomonas aeruginosa LESB58	218888954	PLES_02101	WP_003084010.1	putative transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595413	PA0216	NP_248907.1	malonate transporter MadM	59275	Pseudomonas aeruginosa LESB58	218888955	PLES_02111	WP_003084016.1	putative transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595414	PA0217	NP_248908.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888956	PLES_02121	WP_003084019.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595415	PA0218	NP_248909.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888958	PLES_02141	WP_012613466.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595416	PA0219	NP_248910.1	aldehyde dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218888960	PLES_02161	WP_012613467.1	putative aldehyde dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595417	PA0220	NP_248911.1	amino acid APC family transporter	59275	Pseudomonas aeruginosa LESB58	218888961	PLES_02171	WP_003084045.1	putative amino acid permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15595418	PA0221	NP_248912.1	aminotransferase	59275	Pseudomonas aeruginosa LESB58	218888962	PLES_02181	WP_003101901.1	putative aminotransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595419	PA0222	NP_248913.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218888963	PLES_02191	WP_003101898.1	putative binding protein component of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15595420	PA0223	NP_248914.1	dihydrodipicolinate synthetase	59275	Pseudomonas aeruginosa LESB58	218888964	PLES_02201	WP_012613468.1	putative dihydrodipicolinate synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595421	PA0224	NP_248915.1	class II aldolase/adducin domain protein	59275	Pseudomonas aeruginosa LESB58	218888965	PLES_02211	WP_003084054.1	class II aldolase/adducin domain protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15595422	PA0225	NP_248916.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888966	PLES_02221	WP_003112674.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15595423	PA0226	NP_248917.1	CoA transferase, subunit A	59275	Pseudomonas aeruginosa LESB58	218888967	PLES_02231	WP_003084060.1	putative CoA transferase, subunit A				
rbb	57945	Pseudomonas aeruginosa PAO1	15595424	PA0227	NP_248918.1	CoA transferase, subunit B	59275	Pseudomonas aeruginosa LESB58	218888968	PLES_02241	WP_003084062.1	putative CoA transferase, subunit B				
rbb	57945	Pseudomonas aeruginosa PAO1	15595425	PA0228	NP_248919.1	beta-ketoadipyl CoA thiolase	59275	Pseudomonas aeruginosa LESB58	218888969	PLES_02251	WP_003101891.1	beta-ketoadipyl CoA thiolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595426	PA0229	NP_248920.1	dicarboxylic acid transporter PcaT	59275	Pseudomonas aeruginosa LESB58	218888970	PLES_02261	WP_003101889.1	dicarboxylic acid transporter PcaT				
rbb	57945	Pseudomonas aeruginosa PAO1	15595427	PA0230	NP_248921.1	3-carboxy-cis,cis-muconate cycloisomerase	59275	Pseudomonas aeruginosa LESB58	218888971	PLES_02271	WP_012613469.1	3-carboxy-cis,cis-muconate cycloisomerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595428	PA0231	NP_248922.1	beta-ketoadipate enol-lactone hydrolase	59275	Pseudomonas aeruginosa LESB58	218888972	PLES_02281	WP_003084070.1	beta-ketoadipate enol-lactone hydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595429	PA0232	NP_248923.1	gamma-carboxymuconolactone decarboxylase	59275	Pseudomonas aeruginosa LESB58	218888973	PLES_02291	WP_003084072.1	gamma-carboxymuconolactone decarboxylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15595430	PA0233	NP_248924.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218888974	PLES_02301	WP_012613470.1	putative transcriptional regulator				
